Date,Exchange_Symbol,Trading_Volume,Volume_Weighted_Average_Price,Open_Price,Close_Price,Highest_Price,Lowest_Price,Unix_Msec_Timestamp,No_of_Transactions
17-08-2021,BRQS,3082616,0.729,0.75,0.7234,0.7543,,1.63E+12,5366
17-08-2021,RYF,37811,61.8943,62.25,62.03,62.49,,1.63E+12,337
17-08-2021,CRH,170240,51.7909,52.11,51.72,52.19,,1.63E+12,4030
17-08-2021,LASR,588590,24.5018,25.05,24.69,25.05,,1.63E+12,6234
17-08-2021,LTRPA,640246,3.5244,3.56,3.59,3.61,,1.63E+12,3265
17-08-2021,NYT,1189996,48.4601,48.21,48.61,48.65,,1.63E+12,11890
17-08-2021,JCOM,282326,129.5405,130.02,129.85,130.594,,1.63E+12,6065
17-08-2021,FCOM,53648,54.4341,54.63,54.51,54.78,,1.63E+12,944
17-08-2021,VERX,131431,18.8805,18.72,19.17,19.19,,1.63E+12,2584
17-08-2021,STRO,165716,18.5627,18.17,18.83,18.89,,1.63E+12,2571
17-08-2021,ONB,1800654,16.6949,16.79,16.61,16.97,,1.63E+12,15593
17-08-2021,HGH,30125,26.4246,26.44,26.43,26.45,,1.63E+12,216
17-08-2021,USBpM,47071,25.7791,25.81,25.77,25.81,,1.63E+12,263
17-08-2021,MINM,89100,2.3225,2.31,2.32,2.41,,1.63E+12,343
17-08-2021,EYESW,18283,0.7899,0.83,0.75,0.832851,,1.63E+12,83
17-08-2021,ESML,78710,38.79,39.11,38.9,39.11,,1.63E+12,612
17-08-2021,NEPH,15776,7.6436,7.77,7.65,7.77,,1.63E+12,96
17-08-2021,IPW,266568,4.4205,4.74,4.48,4.74,,1.63E+12,934
17-08-2021,DON,156466,42.2517,42.5,42.28,42.55,,1.63E+12,1167
17-08-2021,DINT,27861,19.8692,19.97,19.869,19.9799,,1.63E+12,153
17-08-2021,ACHL,65294,6.2777,6.24,6.32,6.5799,,1.63E+12,752
17-08-2021,RELL,19672,7.4787,7.56,7.49,7.56,,1.63E+12,362
17-08-2021,PNC,1096453,187.3262,188.21,187.75,189.62,,1.63E+12,21941
17-08-2021,CMRX,818748,6.2187,6.03,6.29,6.4589,,1.63E+12,4589
17-08-2021,EXPE,2006213,141.986,143.22,142.57,143.44,,1.63E+12,33651
17-08-2021,CLBK,76686,18.0372,18.13,18.07,18.17,,1.63E+12,1422
17-08-2021,SACH,84298,4.8879,4.87,4.88,4.92,,1.63E+12,760
17-08-2021,OMCL,272414,149.8306,149.04,150.37,150.99,,1.63E+12,3660
17-08-2021,BCBP,60408,14.9483,15.12,14.92,15.1399,,1.63E+12,646
17-08-2021,TMV,320449,57.6084,57.84,57.81,58.06,,1.63E+12,2093
17-08-2021,TTMI,1111027,14.0699,14.06,14.16,14.18,,1.63E+12,9617
17-08-2021,BRIV,10726,9.6014,9.6,9.61,9.615,,1.63E+12,28
17-08-2021,ACI,1167194,29.5996,29.35,29.53,30.06,,1.63E+12,13219
17-08-2021,MJ,1008956,16.2935,16.32,16.3,16.53,,1.63E+12,6721
17-08-2021,ACB,3673554,6.6357,6.54,6.75,6.765,,1.63E+12,21284
17-08-2021,TTSH,176628,7.1795,7.37,7.25,7.37,,1.63E+12,1211
17-08-2021,WWW,459784,35.8768,36.75,35.83,36.83,,1.63E+12,5777
17-08-2021,NVFY,276658,2.0007,2.12,1.93,2.17,,1.63E+12,974
17-08-2021,TDACW,245818,1.6391,1.8,1.6,1.8,,1.63E+12,642
17-08-2021,MSON,37168,24.9183,25.03,24.92,25.16,,1.63E+12,799
17-08-2021,ASTR,5291834,10.0024,10.47,9.86,10.65,,1.63E+12,37002
17-08-2021,EGY,388186,2.3433,2.4,2.32,2.48,,1.63E+12,979
17-08-2021,ATRO,122348,13.5251,13.78,13.43,13.85,,1.63E+12,2391
17-08-2021,PETZ,128168,2.1109,2.19,2.09,2.19,,1.63E+12,519
17-08-2021,GTBP,262955,8.3475,8.51,8.44,8.58,,1.63E+12,2469
17-08-2021,EBAY,9422840,73.3215,74.04,72.84,74.74,,1.63E+12,105189
17-08-2021,BCEI,425690,34.9066,34.58,34.75,35.53,,1.63E+12,5857
17-08-2021,TUFN,99489,10.7402,10.95,10.64,10.95,,1.63E+12,1336
17-08-2021,CBAY,394552,3.5583,3.61,3.54,3.6574,,1.63E+12,4850
17-08-2021,GENY,21145,61.4007,61.45,61.12,61.55,,1.63E+12,114
17-08-2021,ICFI,41906,94.5109,94.2,94.39,95.37,,1.63E+12,1235
17-08-2021,TAL,20147887,5.1101,4.98,5.21,5.475,,1.63E+12,65377
17-08-2021,PNBK,2633,9.3843,9.26,9.34,9.49,,1.63E+12,40
17-08-2021,FRBA,23855,13.3893,13.39,13.5,13.53,,1.63E+12,453
17-08-2021,COHU,530613,29.9343,30.4,29.81,30.7,,1.63E+12,7753
17-08-2021,QNST,274444,16.3174,16.5,16.42,16.525,,1.63E+12,3722
17-08-2021,XPEL,405081,72.0089,72.65,73.1,74.23,,1.63E+12,6499
17-08-2021,PCSA,59524,5.2816,5.41,5.6,5.65,,1.63E+12,310
17-08-2021,BTRS,873438,10.5918,12.19,10.52,12.19,,1.63E+12,8573
17-08-2021,FWONK,464428,47.3861,47.79,47.38,48.155,,1.63E+12,5869
17-08-2021,IGACU,25093,10.0899,10.09,10.09,10.2,,1.63E+12,93
17-08-2021,LTRN,38708,12.0693,11.74,12.06,12.37,,1.63E+12,549
17-08-2021,OMGA,113228,21.3586,19.3,22.51,23.405,,1.63E+12,1466
17-08-2021,EXAS,1464987,92.4451,91.69,93.57,93.88,,1.63E+12,23609
17-08-2021,PACE,13464,9.9376,9.93,9.94,9.945,,1.63E+12,140
17-08-2021,ANAB,293522,24.8918,23.33,25.19,25.31,,1.63E+12,3379
17-08-2021,MKTW,297609,9.4406,9.01,9.36,9.94,,1.63E+12,3006
17-08-2021,LCIDW,1112315,9.4736,9.5,9.47,9.85,,1.63E+12,6983
17-08-2021,CDNS,895484,149.6645,151.505,149.59,151.505,,1.63E+12,20175
17-08-2021,NNBR,147890,5.4805,5.64,5.45,5.64,,1.63E+12,1564
17-08-2021,ELMS,680803,7.9295,7.84,7.92,8.36,,1.63E+12,5016
17-08-2021,TALKW,170824,0.9845,0.92,0.96,1.025,,1.63E+12,190
17-08-2021,TBBK,240886,24.4236,25.07,24.31,25.16,,1.63E+12,4384
17-08-2021,ETTX,135388,2.3854,2.43,2.36,2.5,,1.63E+12,509
17-08-2021,CLPR,41387,7.8435,7.86,7.86,7.88,,1.63E+12,474
17-08-2021,AFCG,205934,20.1925,20.85,20.49,21.06,,1.63E+12,2111
17-08-2021,CPRX,678910,5.6809,5.71,5.71,5.75,,1.63E+12,6929
17-08-2021,LBTYA,871985,28.4318,28.93,28.37,28.93,,1.63E+12,10174
17-08-2021,GAMR,10399,84.0489,84.26,84.32,84.591,,1.63E+12,268
17-08-2021,ATOM,460879,19.2705,20.5,18.96,20.5,,1.63E+12,5028
17-08-2021,OCDX,241806,19.753,19.82,19.9,19.945,,1.63E+12,2934
17-08-2021,DOCU,1137480,285.54,285,285.58,289.93,,1.63E+12,29210
17-08-2021,YCS,1639,75.5357,75.51,75.68,75.7,,1.63E+12,24
17-08-2021,BNGO,9679047,5.3354,5.46,5.34,5.5801,,1.63E+12,39301
17-08-2021,PCT,1206135,12.6527,13.17,12.61,13.27,,1.63E+12,12557
17-08-2021,CSOD,1799905,56.6751,56.65,56.68,56.73,,1.63E+12,10037
17-08-2021,EHTH,348464,43.4348,43.5,43.54,44.01,,1.63E+12,5093
17-08-2021,CLVS,4202677,4.4533,4.56,4.4,4.6,,1.63E+12,17169
17-08-2021,SLP,61575,44.1173,44.32,44.06,44.885,,1.63E+12,2223
17-08-2021,BNTC,48540,3.9189,3.9,3.93,3.99,,1.63E+12,450
17-08-2021,MHH,6342,15.8203,15.85,16,16,,1.63E+12,145
17-08-2021,FTAIpB,12237,26.9779,26.83,27.01,27.03,,1.63E+12,40
17-08-2021,HTEC,34136,46.5263,46.46,46.79,46.79,,1.63E+12,452
17-08-2021,WIT,2513275,8.9239,9,8.93,9.01,,1.63E+12,12149
17-08-2021,WELL,1469266,85.2961,84.68,85.59,85.835,,1.63E+12,20907
17-08-2021,PAVE,1799476,26.9539,27.29,26.98,27.29,,1.63E+12,7978
17-08-2021,FXO,159628,44.9546,45.03,44.97,45.29,,1.63E+12,945
17-08-2021,NGE,4147,10.9088,10.85,10.995,11,,1.63E+12,84
17-08-2021,ULVM,3127,66.7944,67.15,66.952,67.15,,1.63E+12,32
17-08-2021,FHB,398767,27.4716,27.59,27.54,27.755,,1.63E+12,6191
17-08-2021,SCHW,5487165,72.4185,72.68,72.5,72.99,,1.63E+12,46368
17-08-2021,SOXX,616887,444.2098,449.7,444.69,449.7,,1.63E+12,15755
17-08-2021,HOTH,417222,1.1808,1.2,1.16,1.21,,1.63E+12,972
17-08-2021,IEMG,12787824,61.5522,61.49,61.56,61.83,,1.63E+12,60246
17-08-2021,SNES,181629,1.4922,1.51,1.52,1.529,,1.63E+12,494
17-08-2021,REPH,567780,2.1417,2.21,2.25,2.28,,1.63E+12,3134
17-08-2021,SMDV,35628,63.5177,63.61,63.69,63.815,,1.63E+12,396
17-08-2021,XPL,196746,0.551,0.55,0.5505,0.5599,,1.63E+12,405
17-08-2021,KPLT,4835405,3.2782,3.13,3.4,3.48,,1.63E+12,16349
17-08-2021,ACWV,214454,106.1801,105.86,106.39,106.41,,1.63E+12,962
17-08-2021,SNSE,67555,7.8614,7.86,8,8,,1.63E+12,967
17-08-2021,FYLD,18454,27.547,27.59,27.48,27.6815,,1.63E+12,48
17-08-2021,AAT,212956,37.6493,37.69,37.8,38.15,,1.63E+12,3013
17-08-2021,SLM,1823259,18.7326,18.68,18.7,18.988,,1.63E+12,19567
17-08-2021,BGI,170705,3.0419,3.03,3.06,3.08,,1.63E+12,656
17-08-2021,GRVY,34130,86.9065,87.36,86.35,90,,1.63E+12,1145
17-08-2021,PFIE,32865,1.0783,1.09,1.08,1.09,,1.63E+12,131
17-08-2021,AMAL,31182,15.4792,15.49,15.52,15.6,,1.63E+12,938
17-08-2021,KDMN,3696629,4.8397,4.73,4.91,4.93,,1.63E+12,12857
17-08-2021,YQ,1343968,1.0182,1.0022,1.05,1.05,,1.63E+12,4368
17-08-2021,ANTM,990796,379.267,375.65,380.23,381,,1.63E+12,21001
17-08-2021,CCNC,502663,1.3959,1.51,1.34,1.51,,1.63E+12,1186
17-08-2021,CSTM,1357256,18.6312,19,18.63,19,,1.63E+12,14209
17-08-2021,HCKT,172141,18.7793,18.73,18.99,19.02,,1.63E+12,2431
17-08-2021,EAST,137508,3.1365,3.2,3.09,3.2449,,1.63E+12,791
17-08-2021,AHCO,454980,24.0231,24.19,24,24.26,,1.63E+12,6669
17-08-2021,MANT,139221,83.1638,82.73,83.42,83.7,,1.63E+12,3227
17-08-2021,SSTI,39301,42.0044,41.93,41.61,43.02,,1.63E+12,807
17-08-2021,IMTE,331961,4.032,4.01,4.05,4.165,,1.63E+12,1144
17-08-2021,VSAT,305024,51.8036,52.52,51.61,53.3173,,1.63E+12,5328
17-08-2021,CIX,9302,21.8515,21.73,21.34,22.33,,1.63E+12,487
17-08-2021,CAHCW,1300,0.7575,0.75,0.8,0.8,,1.63E+12,4
17-08-2021,CNOB,128400,28.5373,28.49,28.62,28.75,,1.63E+12,1864
17-08-2021,SBLK,2296862,21.1207,20.86,20.88,21.65,,1.63E+12,16159
17-08-2021,CET,13206,42.2077,42.31,42.02,42.5,,1.63E+12,140
17-08-2021,SSRM,1000136,16.1595,16.16,16.08,16.35,,1.63E+12,9537
17-08-2021,PANL,109602,4.8025,4.83,4.83,4.86,,1.63E+12,1002
17-08-2021,LILAK,615515,13.1653,13.22,13.13,13.415,,1.63E+12,4981
17-08-2021,SF,431974,67.3109,67.71,67.57,68.08,,1.63E+12,6788
17-08-2021,KGC,9960336,5.9779,5.97,5.96,6.04,,1.63E+12,20253
17-08-2021,GGG,310264,77.195,78.3,77.32,78.3,,1.63E+12,5941
17-08-2021,EVLO,108839,9.335,9.53,9.33,9.75,,1.63E+12,1655
17-08-2021,TBK,150563,80.0781,80.86,80,81.19,,1.63E+12,3445
17-08-2021,APPH,2539198,6.9797,7.04,7.18,7.2,,1.63E+12,18114
17-08-2021,PGJ,145762,41.8635,41.74,41.87,42.6188,,1.63E+12,945
17-08-2021,ACY,788723,29.1261,27.26,29.87,31.99,,1.63E+12,5524
17-08-2021,CVGI,154164,8.9511,9.08,9.08,9.08,,1.63E+12,2926
17-08-2021,EVGO,5544687,8.9206,9.55,8.72,9.56,,1.63E+12,36309
17-08-2021,APM,90609,2.4075,2.42,2.43,2.47,,1.63E+12,448
17-08-2021,RILYK,51755,25.8266,25.75,25.88,25.9,,1.63E+12,157
17-08-2021,ALLO,1224535,22.1936,20.86,22.17,23.2399,,1.63E+12,10931
17-08-2021,LUB,23811,4.1023,4.18,4.1,4.18,,1.63E+12,217
17-08-2021,VIH,575938,9.8913,9.89,9.88,9.91,,1.63E+12,2877
17-08-2021,UBSI,338407,35.4599,35.43,35.54,35.79,,1.63E+12,5934
17-08-2021,PEIpB,16889,11.7051,11.43,11.74,12,,1.63E+12,120
17-08-2021,GPM,115303,9.1718,9.17,9.14,9.24,,1.63E+12,549
17-08-2021,AIR,186219,33.0053,33.14,33.26,33.495,,1.63E+12,2667
17-08-2021,CPIX,46265,3.0226,3.19,2.92,3.19,,1.63E+12,296
17-08-2021,VXUS,3460945,64.7163,64.79,64.75,64.925,,1.63E+12,15992
17-08-2021,MRC,422269,7.9788,7.98,7.96,8.12,,1.63E+12,2901
17-08-2021,ADCT,165701,26.7786,26.15,27.23,27.26,,1.63E+12,2453
17-08-2021,VVOS,1301406,3.4655,2.82,3.365,3.8,,1.63E+12,4642
17-08-2021,SPXC,152555,61.5719,62.94,61.76,62.94,,1.63E+12,2989
17-08-2021,ODT,402825,2.9935,3.05,3.03,3.12,,1.63E+12,2712
17-08-2021,CLSN,1462801,0.978,1.02,0.976,1.02,,1.63E+12,3464
17-08-2021,VMD,109343,6.2924,6.34,6.26,6.4,,1.63E+12,958
17-08-2021,WLDN,52009,36.6397,36.51,36.56,37.12,,1.63E+12,979
17-08-2021,APTX,212997,2.305,2.36,2.31,2.41,,1.63E+12,1164
17-08-2021,FTAI,197933,27.3407,27.22,,,,1.63E+12,1961
17-08-2021,VMAC,6203,9.9892,9.99,,,,1.63E+12,34
17-08-2021,NVEE,56282,98.8525,96.07,,,,1.63E+12,1406
17-08-2021,SJI,357177,25.1781,25.16,,,,1.63E+12,5067
17-08-2021,IVLU,199984,25.973,26.01,,,,1.63E+12,742
17-08-2021,BARK,3188044,7.2789,7.6,,,,1.63E+12,18959
17-08-2021,POLY,289129,28.1382,28.66,,,,1.63E+12,3931
17-08-2021,SHYF,158028,40.6951,41.76,,,,1.63E+12,3066
17-08-2021,PFC,93230,29.3721,29.51,,,,1.63E+12,935
17-08-2021,ZVIA,845563,11.9503,11.07,,,,1.63E+12,6049
17-08-2021,MEOH,176844,31.6136,32.07,,,,1.63E+12,2551
17-08-2021,FRSG,938262,9.8135,9.8,,,,1.63E+12,852
17-08-2021,FDRR,29766,43.1808,43.33,,,,1.63E+12,362
17-08-2021,FEMS,22301,42.8967,43.1,,,,1.63E+12,135
17-08-2021,IDHQ,3302,31.8727,31.89,,,,1.63E+12,32
17-08-2021,IMXI,282745,17.2928,17.39,,,,1.63E+12,3302
17-08-2021,DCRCU,6721,10.4264,10.62,,,,1.63E+12,42
17-08-2021,IMAB,423698,66.8505,67.73,,,,1.63E+12,7035
17-08-2021,JFU,345414,1.64,1.59,,,,1.63E+12,1067
17-08-2021,EEMO,1186,17.6448,17.61,,,,1.63E+12,7
17-08-2021,LCAPW,10046,0.7839,0.7,,,,1.63E+12,82
17-08-2021,IOVA,1862096,20.9497,20.77,,,,1.63E+12,20225
17-08-2021,VEC,39790,49.0588,48.72,,,,1.63E+12,1062
17-08-2021,MORN,64794,265.4583,265.7,,,,1.63E+12,2150
17-08-2021,GIIX,12973,9.7534,9.66,,,,1.63E+12,90
17-08-2021,HSKA,39696,266.8363,264.22,,,,1.63E+12,1392
17-08-2021,AKTS,329111,8.2482,8.33,,,,1.63E+12,2930
17-08-2021,IWO,567174,289.2154,291.2,,,,1.63E+12,10594
17-08-2021,OCCI,61688,13.4638,13.51,,,,1.63E+12,427
17-08-2021,TRVG,1634738,2.5053,2.7,,,,1.63E+12,7484
17-08-2021,CNFR,241039,2.832,2.92,,,,1.63E+12,854
17-08-2021,RNWK,625398,1.6091,1.67,,,,1.63E+12,2988
17-08-2021,FISI,16027,31.8025,32.01,,,,1.63E+12,333
17-08-2021,DNAC,4431,9.8222,9.81,,,,1.63E+12,57
17-08-2021,ABEV,20719320,3.0521,3.04,,,,1.63E+12,22051
17-08-2021,VT,1048946,104.5035,104.75,,,,1.63E+12,10030
17-08-2021,QRHC,124218,5.8675,5.9,,,,1.63E+12,738
17-08-2021,ACGLN,32078,26.1969,26.34,,,,1.63E+12,256
17-08-2021,VITL,277866,17.8797,17.29,,,,1.63E+12,4279
17-08-2021,COFS,3692,24.1094,24.15,,,,1.63E+12,76
17-08-2021,ACET,135929,6.8098,7.02,,,,1.63E+12,1112
17-08-2021,FCVT,43911,49.8872,50.59,,,,1.63E+12,416
17-08-2021,FCCO,2024,21.0086,21.1,,,,1.63E+12,48
17-08-2021,BSY,1114037,62.1839,62.33,,,,1.63E+12,12982
17-08-2021,PHUN,7507222,0.9023,0.8773,,,,1.63E+12,9347
17-08-2021,AJRD,606051,42.1253,42.4,,,,1.63E+12,7086
17-08-2021,UMPQ,1231544,19.9278,20.04,,,,1.63E+12,12486
17-08-2021,MVPS,5935,25.0083,25.12,,,,1.63E+12,202
17-08-2021,KRKR,87084,1.7239,1.75,,,,1.63E+12,307
17-08-2021,VIOO,36609,199.4209,200.91,,,,1.63E+12,772
17-08-2021,CLOVW,470273,2.0326,2.06,,,,1.63E+12,1108
17-08-2021,BDN,1788208,13.6559,13.695,,,,1.63E+12,12031
17-08-2021,NXST,192715,144.4165,143.46,,,,1.63E+12,4582
17-08-2021,AEZS,982191,0.6431,0.6416,,,,1.63E+12,2019
17-08-2021,SPDV,2025,30.052,30.22,,,,1.63E+12,74
17-08-2021,EVER,661861,19.0704,19.85,,,,1.63E+12,8550
17-08-2021,HCSG,540738,26.0208,26.3,,,,1.63E+12,5873
17-08-2021,METX,1527341,0.5206,0.5155,,,,1.63E+12,2339
17-08-2021,JD,13385986,64.3156,64.15,,,,1.63E+12,125328
17-08-2021,KMF,112750,7.1491,7.13,,,,1.63E+12,386
17-08-2021,PEBO,50654,30.9815,31.27,,,,1.63E+12,1072
17-08-2021,HLLY,109164,10.8214,11,,,,1.63E+12,1392
17-08-2021,ATHE,374868,1.3089,1.31,,,,1.63E+12,882
17-08-2021,WPRT,2337712,4.0516,4.19,,,,1.63E+12,9708
17-08-2021,ZSAN,3948550,0.6311,0.694,,,,1.63E+12,4753
17-08-2021,MNDO,108043,3.2106,3.26,,,,1.63E+12,342
17-08-2021,NTST,224349,25.3843,25.55,,,,1.63E+12,2760
17-08-2021,CTMX,604595,4.8647,4.74,,,,1.63E+12,5175
17-08-2021,UIVM,5065,49.6602,49.76,,,,1.63E+12,21
17-08-2021,MKTY,158356,7.223,7.45,,,,1.63E+12,921
17-08-2021,LGHL,533789,1.5086,1.51,,,,1.63E+12,1562
17-08-2021,EH,485232,23.5377,23.05,,,,1.63E+12,7279
17-08-2021,RICK,43433,62.4006,64.84,,,,1.63E+12,1463
17-08-2021,OCX,536992,4.2175,4.19,,,,1.63E+12,3882
17-08-2021,NVAX,5187755,231.3963,217.6,,,,1.63E+12,80659
17-08-2021,FPAY,152690,2.2311,2.23,,,,1.63E+12,412
17-08-2021,RTPY,303463,9.833,9.83,,,,1.63E+12,1307
17-08-2021,PEY,127509,20.5327,20.57,,,,1.63E+12,1168
17-08-2021,EFSC,72355,45.5927,46.04,,,,1.63E+12,1472
17-08-2021,NXTD,2930035,0.6547,0.7081,,,,1.63E+12,4562
17-08-2021,PIE,64316,24.1176,24.28,,,,1.63E+12,346
17-08-2021,AUS.WS,139603,1.4,1.4,,,,1.63E+12,77
17-08-2021,GMED,405219,77.8169,77.56,,,,1.63E+12,5329
17-08-2021,CRDL,1586891,2.9345,2.86,,,,1.63E+12,8949
17-08-2021,REAL,3343226,12.3757,12.75,,,,1.63E+12,27535
17-08-2021,KURI,43607,9.8577,9.86,,,,1.63E+12,186
17-08-2021,HDSN,325689,2.8702,2.78,,,,1.63E+12,1664
17-08-2021,CNK,2307816,14.5772,14.41,,,,1.63E+12,18869
17-08-2021,SXC,588312,6.9848,7.07,,,,1.63E+12,3834
17-08-2021,CDR,44070,17.3984,17.32,,,,1.63E+12,615
17-08-2021,KJUL,22342,25.8834,25.81,,,,1.63E+12,136
17-08-2021,VERB,9838681,1.7472,1.8866,,,,1.63E+12,21604
17-08-2021,OCA,20776,9.8419,9.84,,,,1.63E+12,160
17-08-2021,DCOMP,6455,25.937,25.9,,,,1.63E+12,34
17-08-2021,CRVS,118160,1.9239,1.87,,,,1.63E+12,603
17-08-2021,ECOR,1167347,0.9318,0.9776,,,,1.63E+12,2416
17-08-2021,CELC,21352,20.2792,20.69,,,,1.63E+12,725
17-08-2021,VAW,80425,184.766,186.57,,,,1.63E+12,1930
17-08-2021,PPBI,234685,39.2009,39.11,,,,1.63E+12,4424
17-08-2021,RBCAA,23887,50.0231,49.97,,,,1.63E+12,666
17-08-2021,HURN,181894,48.5269,47.35,,,,1.63E+12,3177
17-08-2021,VKI,42311,12.385,12.35,,,,1.63E+12,196
17-08-2021,SMLP,17094,33.8896,33.91,,,,1.63E+12,377
17-08-2021,CRTX,282532,90.1374,92.08,,,,1.63E+12,5908
17-08-2021,OSBC,118359,12.0713,12.01,,,,1.63E+12,1333
17-08-2021,ALCC,1305,9.839,9.83,,,,1.63E+12,19
17-08-2021,BSJO,146251,25.0256,25.04,,,,1.63E+12,742
17-08-2021,PDSB,551698,9.6904,9.86,,,,1.63E+12,3434
17-08-2021,GWW,216225,435.7974,437.54,,,,1.63E+12,7004
17-08-2021,CHSCO,11741,28.7295,28.8,,,,1.63E+12,98
17-08-2021,KAVL,14132,5.5877,5.9,,,,1.63E+12,304
17-08-2021,HMC,511054,31.8013,32.12,,,,1.63E+12,5759
17-08-2021,DTIL,531770,9.2517,9.4,,,,1.63E+12,6000
17-08-2021,SVAL,155556,29.9816,30.28,,,,1.63E+12,1070
17-08-2021,AJG,821783,141.5922,142.04,,,,1.63E+12,12519
17-08-2021,COM,22963,30.7731,30.9,,,,1.63E+12,225
17-08-2021,SFUN,2081,9.0043,8.95,,,,1.63E+12,27
17-08-2021,LNC,1511268,67.5848,67.81,,,,1.63E+12,19648
17-08-2021,AGMH,77606,7.5495,7.38,,,,1.63E+12,459
17-08-2021,RELX,496879,30.034,30.07,,,,1.63E+12,4459
17-08-2021,KLTR,525788,11.2446,11.08,,,,1.63E+12,5939
17-08-2021,ELYS,720385,4.196,4.28,,,,1.63E+12,3105
17-08-2021,SPYD,2690319,40.1652,40.26,,,,1.63E+12,12451
17-08-2021,AXDX,131292,6.1244,6.02,,,,1.63E+12,1342
17-08-2021,RKTA,388,9.7284,9.75,,,,1.63E+12,8
17-08-2021,CPLP,43718,11.4571,11.62,,,,1.63E+12,674
17-08-2021,SQNS,442075,4.8806,5.22,,,,1.63E+12,2035
17-08-2021,NRIX,190839,30.2074,29.28,,,,1.63E+12,3025
17-08-2021,NCTY,1466566,12.954,13.42,,,,1.63E+12,8675
17-08-2021,PAGS,1875255,55.4706,55.68,,,,1.63E+12,19082
17-08-2021,UPLD,131417,36.5871,37.06,,,,1.63E+12,2199
17-08-2021,DWM,33437,55.5656,55.6,,,,1.63E+12,179
17-08-2021,PYN,291,10.6024,10.6,,,,1.63E+12,3
17-08-2021,ADS,665946,89.2041,89.99,,,,1.63E+12,9638
17-08-2021,AIG,4491200,54.2187,54.25,,,,1.63E+12,43894
17-08-2021,IINN,224450,3.3643,3.52,,,,1.63E+12,848
17-08-2021,CRWS,88249,7.1377,7.53,,,,1.63E+12,320
17-08-2021,EEMS,25974,59.3171,59.43,,,,1.63E+12,245
17-08-2021,WDAY,1049430,230.8778,230.43,,,,1.63E+12,22484
17-08-2021,POWWP,8963,28.1215,28.16,,,,1.63E+12,70
17-08-2021,FYT,75205,50.1292,50.41,,,,1.63E+12,260
17-08-2021,MRAC,28262,9.8995,9.89,,,,1.63E+12,87
17-08-2021,HEFA,380691,34.8842,34.82,,,,1.63E+12,1464
17-08-2021,ORTX,395305,2.6398,2.65,,,,1.63E+12,1953
17-08-2021,FLR,2355533,16.2245,16.59,,,,1.63E+12,17616
17-08-2021,EMHY,60130,45.2562,45.3,,,,1.63E+12,298
17-08-2021,NEP,432741,78.3029,79.09,,,,1.63E+12,5134
17-08-2021,FXU,53374,31.8537,31.98,,,,1.63E+12,299
17-08-2021,OSS,82302,5.4348,5.33,,,,1.63E+12,800
17-08-2021,GLpD,104169,25.6772,25.73,,,,1.63E+12,398
17-08-2021,SID,4082490,7.6066,7.81,,,,1.63E+12,15150
17-08-2021,CANG,305866,3.4,3.42,,,,1.63E+12,1398
17-08-2021,RLMD,162907,23.0747,21.72,,,,1.63E+12,2442
17-08-2021,ETNB,227062,18.0393,18.21,,,,1.63E+12,2098
17-08-2021,ROBT,16900,53.0168,53.26,,,,1.63E+12,201
17-08-2021,KFRC,71626,59.4772,60.98,,,,1.63E+12,1499
17-08-2021,CHW,196851,10.7039,10.8,,,,1.63E+12,909
17-08-2021,BDL,18507,25.2262,24.98,,,,1.63E+12,506
17-08-2021,TCOM,4267335,24.219,24.39,,,,1.63E+12,41579
17-08-2021,HWELU,589477,9.9518,9.94,,,,1.63E+12,136
17-08-2021,FIVG,94287,37.6422,37.9,,,,1.63E+12,1606
17-08-2021,CRM,3472597,247.1862,248.26,,,,1.63E+12,66275
17-08-2021,BDC,166385,53.4822,53.74,,,,1.63E+12,3130
17-08-2021,KNBE,739016,24.1841,25,,,,1.63E+12,7564
17-08-2021,ZIG,7235,28.9583,29.19,,,,1.63E+12,49
17-08-2021,IBRX,1071926,10.0264,10.55,,,,1.63E+12,9213
17-08-2021,IIPR,160054,225.6831,228,,,,1.63E+12,6286
17-08-2021,PIPR,65645,140.9736,142.79,,,,1.63E+12,1541
17-08-2021,IMCG,35432,70.0339,70.2,,,,1.63E+12,429
17-08-2021,VZIO,1010913,19.9278,20.25,,,,1.63E+12,8779
17-08-2021,MCMJ,74006,9.9396,9.96,,,,1.63E+12,227
17-08-2021,TPZ,16763,12.8773,12.77,,,,1.63E+12,84
17-08-2021,GCBC,13219,29.6187,30.05,,,,1.63E+12,254
17-08-2021,IMCV,7530,64.3648,64.64,,,,1.63E+12,103
17-08-2021,OPFI,412981,6.7826,7.27,,,,1.63E+12,2662
17-08-2021,HFWA,69938,24.9744,25.04,,,,1.63E+12,1218
17-08-2021,CODA,4107,8.6911,8.66,,,,1.63E+12,63
17-08-2021,ETB,37415,16.7225,16.75,,,,1.63E+12,288
17-08-2021,FULT,579584,15.7644,15.79,,,,1.63E+12,5634
17-08-2021,EZA,1019395,47.4358,47.47,,,,1.63E+12,3079
17-08-2021,PSA,706648,318.6253,317.72,,,,1.63E+12,13931
17-08-2021,RQI,380397,16.2974,16.4,,,,1.63E+12,1546
17-08-2021,ENSC,2636275,3.3357,2.88,,,,1.63E+12,8049
17-08-2021,PAQCU,30883,10.0002,10,,,,1.63E+12,164
17-08-2021,TW,143299,87.0199,87.51,,,,1.63E+12,3323
17-08-2021,COF,2791045,173.6479,175.27,,,,1.63E+12,47062
17-08-2021,HOLX,1238778,77.071,76.77,,,,1.63E+12,17659
